Lesson,Exercise ID,Type,Order,Prompt HY,Prompt EN,Prompt RU
w1_l6,w1_l6_v0,multiple_choice,4,"Ընտրիր "անգլերեն"-ի թարգմանությունը","Choose the meaning of "English"","Выбери перевод "английский""
w1_l6,w1_l6_v0_mc_answer,translate,5,"Թարգմանիր՝ "անգլերեն"","Translate: "անգլերեն"","Переведи: "անգլերեն""
w1_l6,w1_l6_v0_mc_prompt,translate,9,"Թարգմանիր՝ "գերմաներեն"","Translate: "գերմաներեն"","Переведи: "գերմաներեն""
w1_l6,w1_l6_v0_tr_answer,multiple_choice,10,"Ընտրիր "իտալերեն"-ի թարգմանությունը","Choose the meaning of "Italian"","Выбери перевод "итальянский""
w1_l6,w1_l6_v0_tr_prompt,multiple_choice,14,"Ընտրիր "չինարեն"-ի թարգմանությունը","Choose the meaning of "Chinese"","Выбери перевод "китайский""
w1_l6,w1_l6_v1,translate,15,"Թարգմանիր՝ "չինարեն"","Translate: "չինարեն"","Переведи: "չինարեն""
w1_l6,w1_l6_v1_mc_answer,multiple_choice,16,"Ընտրիր "ճապոներեն"-ի թարգմանությունը","Choose the meaning of "Japanese"","Выбери перевод "японский""
w1_l6,w1_l6_v1_mc_prompt,multiple_choice,20,"Ընտրիր "խոսել"-ի թարգմանությունը","Choose the meaning of "to speak"","Выбери перевод "говорить""
w1_l6,w1_l6_v1_tr_answer,translate,21,"Թարգմանիր՝ "խոսել"","Translate: "խոսել"","Переведи: "խոսել""
w1_l6,w1_l6_v1_tr_prompt,translate,25,"Թարգմանիր՝ "կարդալ"","Translate: "կարդալ"","Переведи: "կարդալ""
w1_l6,w1_l6_v10,multiple_choice,26,"Ընտրիր "գրել"-ի թարգմանությունը","Choose the meaning of "to write"","Выбери перевод "писать""
w1_l6,w1_l6_v10_mc_answer,translate,27,"Թարգմանիր՝ "գրել"","Translate: "գրել"","Переведи: "գրել""
w1_l6,w1_l6_v10_mc_prompt,translate,31,"Թարգմանիր՝ "բառ"","Translate: "բառ"","Переведи: "բառ""
w1_l6,w1_l6_v10_tr_answer,multiple_choice,32,"Ընտրիր "նախադասություն"-ի թարգմանությունը","Choose the meaning of "sentence"","Выбери перевод "предложение""
w1_l6,w1_l6_v10_tr_prompt,multiple_choice,36,"Ընտրիր "արտասանություն"-ի թարգմանությունը","Choose the meaning of "pronunciation"","Выбери перевод "произношение""
w1_l6,w1_l6_v11,translate,37,"Թարգմանիր՝ "արտասանություն"","Translate: "արտասանություն"","Переведи: "արտասանություն""
w1_l6,w1_l6_v11_mc_answer,multiple_choice,38,"Ընտրիր "բառարան"-ի թարգմանությունը","Choose the meaning of "dictionary"","Выбери перевод "словарь""
w1_l6,w1_l6_v11_mc_prompt,multiple_choice,42,"Ընտրիր "օտար"-ի թարգմանությունը","Choose the meaning of "foreign"","Выбери перевод "иностранный""
w1_l6,w1_l6_v11_tr_answer,translate,43,"Թարգմանիր՝ "օտար"","Translate: "օտար"","Переведи: "օտար""
w1_l6,w1_l6_v11_tr_prompt,translate,47,"Թարգմանիր՝ "դժվար"","Translate: "դժվար"","Переведи: "դժվար""
w1_l6,w1_l6_v12,multiple_choice,48,"Ընտրիր "պրակտիկա"-ի թարգմանությունը","Choose the meaning of "practice"","Выбери перевод "практика""
w1_l6,w1_l6_v12_mc_answer,translate,49,"Թարգմանիր՝ "պրակտիկա"","Translate: "պրակտիկա"","Переведи: "պրակտիկա""
w1_l7,w1_l7_match_prompt,translate,3,"Թարգմանիր՝ "երկու"","Translate: "երկու"","Переведи: "երկու""
w1_l7,w1_l7_v0,multiple_choice,4,"Ընտրիր "երեք"-ի թարգմանությունը","Choose the meaning of "three"","Выбери перевод "три""
w1_l7,w1_l7_v0_mc_answer,translate,5,"Թարգմանիր՝ "երեք"","Translate: "երեք"","Переведи: "երեք""
w1_l7,w1_l7_v0_mc_prompt,translate,9,"Թարգմանիր՝ "հինգ"","Translate: "հինգ"","Переведи: "հինգ""
w1_l7,w1_l7_v0_tr_answer,multiple_choice,10,"Ընտրիր "վեց"-ի թարգմանությունը","Choose the meaning of "six"","Выбери перевод "шесть""
w1_l7,w1_l7_v0_tr_prompt,multiple_choice,14,"Ընտրիր "ութ"-ի թարգմանությունը","Choose the meaning of "eight"","Выбери перевод "восемь""
w1_l7,w1_l7_v1,translate,15,"Թարգմանիր՝ "ութ"","Translate: "ութ"","Переведи: "ութ""
w1_l7,w1_l7_v1_mc_answer,multiple_choice,16,"Ընտրիր "ինը"-ի թարգմանությունը","Choose the meaning of "nine"","Выбери перевод "девять""
w1_l7,w1_l7_v1_mc_prompt,multiple_choice,20,"Ընտրիր "երեսուն"-ի թարգմանությունը","Choose the meaning of "thirty"","Выбери перевод "тридцать""
w1_l7,w1_l7_v1_tr_answer,translate,21,"Թարգմանիր՝ "երեսուն"","Translate: "երեսուն"","Переведи: "երեսուն""
w1_l7,w1_l7_v1_tr_prompt,translate,25,"Թարգմանիր՝ "հիսուն"","Translate: "հիսուն"","Переведи: "հիսուն""
w1_l7,w1_l7_v10,multiple_choice,26,"Ընտրիր "վաթսուն"-ի թարգմանությունը","Choose the meaning of "sixty"","Выбери перевод "шестьдесят""
w1_l7,w1_l7_v10_mc_answer,translate,27,"Թարգմանիր՝ "վաթսուն"","Translate: "վաթսուն"","Переведи: "վաթսուն""
w1_l7,w1_l7_v10_mc_prompt,translate,31,"Թարգմանիր՝ "ութսուն"","Translate: "ութսուն"","Переведи: "ութսուն""
w1_l7,w1_l7_v10_tr_answer,multiple_choice,32,"Ընտրիր "իննսուն"-ի թարգմանությունը","Choose the meaning of "ninety"","Выбери перевод "девяносто""
w1_l7,w1_l7_v10_tr_prompt,multiple_choice,36,"Ընտրիր "տարի"-ի թարգմանությունը","Choose the meaning of "year"","Выбери перевод "год""
w1_l7,w1_l7_v11,translate,37,"Թարգմանիր՝ "տարի"","Translate: "տարի"","Переведи: "տարի""
w1_l7,w1_l7_v11_mc_answer,multiple_choice,38,"Ընտրիր "տարեկան"-ի թարգմանությունը","Choose the meaning of "years old"","Выбери перевод "лет""
w1_l7,w1_l7_v11_mc_prompt,multiple_choice,42,"Ընտրիր "երիտասարդ"-ի թարգմանությունը","Choose the meaning of "young"","Выбери перевод "молодой""
w1_l7,w1_l7_v11_tr_answer,translate,43,"Թարգմանիր՝ "երիտասարդ"","Translate: "երիտասարդ"","Переведи: "երիտասարդ""
w1_l7,w1_l7_v11_tr_prompt,translate,47,"Թարգմանիր՝ "փոքր"","Translate: "փոքր"","Переведи: "փոքր""
w1_l7,w1_l7_v12,match_pairs,48,"Կապիր հայերեն բառերը անգլերեն թարգմանությունների հետ","Match the Armenian words with their English translations","Сопоставь армянские слова с английскими переводами"
w1_l8,w1_l8_match_prompt,translate,3,"Թարգմանիր՝ "հայր"","Translate: "հայր"","Переведи: "հայր""
w1_l8,w1_l8_v0,multiple_choice,4,"Ընտրիր "քույր"-ի թարգմանությունը","Choose the meaning of "sister"","Выбери перевод "сестра""
w1_l8,w1_l8_v0_mc_answer,translate,5,"Թարգմանիր՝ "քույր"","Translate: "քույր"","Переведи: "քույր""
w1_l8,w1_l8_v0_mc_prompt,translate,9,"Թարգմանիր՝ "որդի"","Translate: "որդի"","Переведи: "որդի""
w1_l8,w1_l8_v0_tr_answer,multiple_choice,10,"Ընտրիր "դուստր"-ի թարգմանությունը","Choose the meaning of "daughter"","Выбери перевод "дочь""
w1_l8,w1_l8_v0_tr_prompt,multiple_choice,14,"Ընտրիր "պապիկ"-ի թարգմանությունը","Choose the meaning of "grandfather"","Выбери перевод "дедушка""
w1_l8,w1_l8_v1,translate,15,"Թարգմանիր՝ "պապիկ"","Translate: "պապիկ"","Переведи: "պապիկ""
w1_l8,w1_l8_v1_mc_answer,multiple_choice,16,"Ընտրիր "հորեղբայր"-ի թարգմանությունը","Choose the meaning of "uncle (paternal)"","Выбери перевод "дядя""
w1_l8,w1_l8_v1_mc_prompt,multiple_choice,20,"Ընտրիր "հորաքույր"-ի թարգմանությունը","Choose the meaning of "aunt (paternal)"","Выбери перевод "тётя""
w1_l8,w1_l8_v1_tr_answer,translate,21,"Թարգմանիր՝ "հորաքույր"","Translate: "հորաքույր"","Переведи: "հորաքույր""
w1_l8,w1_l8_v1_tr_prompt,translate,25,"Թարգմանիր՝ "զարմիկ"","Translate: "զարմիկ"","Переведи: "զարմիկ""
w1_l8,w1_l8_v10,multiple_choice,26,"Ընտրիր "զարմուհի"-ի թարգմանությունը","Choose the meaning of "cousin (f)"","Выбери перевод "двоюродная сестра""
w1_l8,w1_l8_v10_mc_answer,translate,27,"Թարգմանիր՝ "զարմուհի"","Translate: "զարմուհի"","Переведи: "զարմուհի""
w1_l8,w1_l8_v10_mc_prompt,translate,31,"Թարգմանիր՝ "կին"","Translate: "կին"","Переведи: "կին""
w1_l8,w1_l8_v10_tr_answer,multiple_choice,32,"Ընտրիր "երեխա"-ի թարգմանությունը","Choose the meaning of "child"","Выбери перевод "ребёнок""
w1_l8,w1_l8_v10_tr_prompt,multiple_choice,36,"Ընտրիր "ընտանիք"-ի թարգմանությունը","Choose the meaning of "family"","Выбери перевод "семья""
w1_l8,w1_l8_v11,translate,37,"Թարգմանիր՝ "ընտանիք"","Translate: "ընտանիք"","Переведи: "ընտանիք""
w1_l8,w1_l8_v11_mc_answer,multiple_choice,38,"Ընտրիր "հարազատ"-ի թարգմանությունը","Choose the meaning of "relative"","Выбери перевод "родственник""
w1_l8,w1_l8_v11_mc_prompt,multiple_choice,42,"Ընտրիր "մեծ"-ի թարգմանությունը","Choose the meaning of "older"","Выбери перевод "старший""
w1_l8,w1_l8_v11_tr_answer,translate,43,"Թարգմանիր՝ "մեծ"","Translate: "մեծ"","Переведи: "մեծ""
w1_l8,w1_l8_v11_tr_prompt,translate,47,"Թարգմանիր՝ "երկվորյակ"","Translate: "երկվորյակ"","Переведи: "երկվորյակ""
w1_l8,w1_l8_v12,multiple_choice,48,"Ընտրիր "ամուսնացած"-ի թարգմանությունը","Choose the meaning of "married"","Выбери перевод "женат/замужем""
w1_l8,w1_l8_v12_mc_answer,translate,49,"Թարգմանիր՝ "ամուսնացած"","Translate: "ամուսնացած"","Переведи: "ամուսնացած""
w1_l9,w1_l9_match_prompt,translate,3,"Թարգմանիր՝ "ընկերուհի"","Translate: "ընկերուհի"","Переведи: "ընկերուհի""
w1_l9,w1_l9_v0,multiple_choice,4,"Ընտրիր "լավագույն"-ի թարգմանությունը","Choose the meaning of "best"","Выбери перевод "лучший""
w1_l9,w1_l9_v0_mc_answer,translate,5,"Թարգմանիր՝ "լավագույն"","Translate: "լավագույն"","Переведи: "լավագույն""
w1_l9,w1_l9_v0_mc_prompt,translate,9,"Թարգմանիր՝ "հին"","Translate: "հին"","Переведи: "հին""
w1_l9,w1_l9_v0_tr_answer,multiple_choice,10,"Ընտրիր "նոր"-ի թարգմանությունը","Choose the meaning of "new"","Выбери перевод "новый""
w1_l9,w1_l9_v0_tr_prompt,multiple_choice,14,"Ընտրիր "զանգել"-ի թարգմանությունը","Choose the meaning of "to call"","Выбери перевод "звонить""
w1_l9,w1_l9_v1,translate,15,"Թարգմանիր՝ "զանգել"","Translate: "զանգել"","Переведи: "զանգել""
w1_l9,w1_l9_v1_mc_answer,multiple_choice,16,"Ընտրիր "գրել"-ի թարգմանությունը","Choose the meaning of "to write"","Выбери перевод "писать""
w1_l9,w1_l9_v1_mc_prompt,multiple_choice,20,"Ընտրիր "խոսել"-ի թարգմանությունը","Choose the meaning of "to talk"","Выбери перевод "разговаривать""
w1_l9,w1_l9_v1_tr_answer,translate,21,"Թարգմանիր՝ "խոսել"","Translate: "խոսել"","Переведи: "խոսել""
w1_l9,w1_l9_v1_tr_prompt,translate,25,"Թարգմանիր՝ "քայլել"","Translate: "քայլել"","Переведи: "քայլել""
w1_l9,w1_l9_v10,multiple_choice,26,"Ընտրիր "ծիծաղել"-ի թարգմանությունը","Choose the meaning of "to laugh"","Выбери перевод "смеяться""
w1_l9,w1_l9_v10_mc_answer,translate,27,"Թարգմանիր՝ "ծիծաղել"","Translate: "ծիծաղել"","Переведи: "ծիծաղել""
w1_l9,w1_l9_v10_mc_prompt,translate,31,"Թարգմանիր՝ "վստահել"","Translate: "վստահել"","Переведи: "վստահել""
w1_l9,w1_l9_v10_tr_answer,multiple_choice,32,"Ընտրիր "աջակցել"-ի թարգմանությունը","Choose the meaning of "to support"","Выбери перевод "поддерживать""
w1_l9,w1_l9_v10_tr_prompt,multiple_choice,36,"Ընտրիր "հավատարիմ"-ի թարգմանությունը","Choose the meaning of "loyal"","Выбери перевод "верный""
w1_l9,w1_l9_v11,translate,37,"Թարգմանիր՝ "հավատարիմ"","Translate: "հավատարիմ"","Переведи: "հավատարիմ""
w1_l9,w1_l9_v11_mc_answer,multiple_choice,38,"Ընտրիր "հետաքրքիր"-ի թարգմանությունը","Choose the meaning of "interesting"","Выбери перевод "интересный""
w1_l9,w1_l9_v11_mc_prompt,multiple_choice,42,"Ընտրիր "հանգիստ"-ի թարգմանությունը","Choose the meaning of "calm"","Выбери перевод "спокойный""
w1_l9,w1_l9_v11_tr_answer,translate,43,"Թարգմանիր՝ "հանգիստ"","Translate: "հանգիստ"","Переведи: "հանգիստ""
w1_l9,w1_l9_v11_tr_prompt,translate,47,"Թարգմանիր՝ "ընկերություն"","Translate: "ընկերություն"","Переведи: "ընկերություն""
w1_l9,w1_l9_v12,multiple_choice,48,"Ընտրիր "հանդիպում"-ի թարգմանությունը","Choose the meaning of "meeting"","Выбери перевод "встреча""
w1_l9,w1_l9_v12_mc_answer,translate,49,"Թարգմանիր՝ "հանդիպում"","Translate: "հանդիպում"","Переведи: "հանդիպում""
w2_l1,w2_l1_match_prompt,translate,3,"Թարգմանիր՝ "բնակարան"","Translate: "բնակարան"","Переведи: "բնակարան""
w2_l1,w2_l1_v0,multiple_choice,4,"Ընտրիր "սենյակ"-ի թարգմանությունը","Choose the meaning of "room"","Выбери перевод "комната""
w2_l1,w2_l1_v0_mc_answer,translate,5,"Թարգմանիր՝ "սենյակ"","Translate: "սենյակ"","Переведи: "սենյակ""
w2_l1,w2_l1_v0_mc_prompt,translate,9,"Թարգմանիր՝ "ննջարան"","Translate: "ննջարան"","Переведи: "ննջարան""
w2_l1,w2_l1_v0_tr_answer,multiple_choice,10,"Ընտրիր "հյուրասենյակ"-ի թարգմանությունը","Choose the meaning of "living room"","Выбери перевод "гостиная""
w2_l1,w2_l1_v0_tr_prompt,multiple_choice,14,"Ընտրիր "պատշգամբ"-ի թարգմանությունը","Choose the meaning of "balcony"","Выбери перевод "балкон""
w2_l1,w2_l1_v1,translate,15,"Թարգմանիր՝ "պատշգամբ"","Translate: "պատշգամբ"","Переведи: "պատշգամբ""
w2_l1,w2_l1_v1_mc_answer,multiple_choice,16,"Ընտրիր "միջանցք"-ի թարգմանությունը","Choose the meaning of "hallway"","Выбери перевод "коридор""
w2_l1,w2_l1_v1_mc_prompt,multiple_choice,20,"Ընտրիր "պատուհան"-ի թարգմանությունը","Choose the meaning of "window"","Выбери перевод "окно""
w2_l1,w2_l1_v1_tr_answer,translate,21,"Թարգմանիր՝ "պատուհան"","Translate: "պատուհան"","Переведи: "պատուհան""
w2_l1,w2_l1_v1_tr_prompt,translate,25,"Թարգմանիր՝ "առաստաղ"","Translate: "առաստաղ"","Переведи: "առաստաղ""
w2_l1,w2_l1_v10,multiple_choice,26,"Ընտրիր "պատ"-ի թարգմանությունը","Choose the meaning of "wall"","Выбери перевод "стена""
w2_l1,w2_l1_v10_mc_answer,translate,27,"Թարգմանիր՝ "պատ"","Translate: "պատ"","Переведи: "պատ""
w2_l1,w2_l1_v10_mc_prompt,translate,31,"Թարգմանիր՝ "աստիճան"","Translate: "աստիճան"","Переведи: "աստիճան""
w2_l1,w2_l1_v10_tr_answer,multiple_choice,32,"Ընտրիր "բակ"-ի թարգմանությունը","Choose the meaning of "yard"","Выбери перевод "двор""
w2_l1,w2_l1_v10_tr_prompt,multiple_choice,36,"Ընտրիր "հարկ"-ի թարգմանությունը","Choose the meaning of "floor (level)"","Выбери перевод "этаж""
w2_l1,w2_l1_v11,translate,37,"Թարգմանիր՝ "հարկ"","Translate: "հարկ"","Переведи: "հարկ""
w2_l1,w2_l1_v11_mc_answer,multiple_choice,38,"Ընտրիր "մուտք"-ի թարգմանությունը","Choose the meaning of "entrance"","Выбери перевод "вход""
w2_l1,w2_l1_v11_mc_prompt,multiple_choice,42,"Ընտրիր "կողպեք"-ի թարգմանությունը","Choose the meaning of "lock"","Выбери перевод "замок""
w2_l1,w2_l1_v11_tr_answer,translate,43,"Թարգմանիր՝ "կողպեք"","Translate: "կողպեք"","Переведи: "կողպեք""
w2_l1,w2_l1_v11_tr_prompt,translate,47,"Թարգմանիր՝ "մաքուր"","Translate: "մաքուր"","Переведи: "մաքուր""
w2_l1,w2_l1_v12,multiple_choice,48,"Ընտրիր "լուսավոր"-ի թարգմանությունը","Choose the meaning of "bright"","Выбери перевод "светлый""
w2_l1,w2_l1_v12_mc_answer,translate,49,"Թարգմանիր՝ "լուսավոր"","Translate: "լուսավոր"","Переведи: "լուսավոր""
w2_l10,w2_l10_match_prompt,translate,3,"Թարգմանիր՝ "րոպե"","Translate: "րոպե"","Переведи: "րոպե""
w2_l10,w2_l10_v0,multiple_choice,4,"Ընտրիր "վայրկյան"-ի թարգմանությունը","Choose the meaning of "second"","Выбери перевод "секунда""
w2_l10,w2_l10_v0_mc_answer,translate,5,"Թարգմանիր՝ "վայրկյան"","Translate: "վայրկյան"","Переведи: "վայրկյան""
w2_l10,w2_l10_v0_mc_prompt,translate,9,"Թարգմանիր՝ "շաբաթ"","Translate: "շաբաթ"","Переведи: "շաբաթ""
w2_l10,w2_l10_v0_tr_answer,multiple_choice,10,"Ընտրիր "ամիս"-ի թարգմանությունը","Choose the meaning of "month"","Выбери перевод "месяц""
w2_l10,w2_l10_v0_tr_prompt,multiple_choice,14,"Ընտրիր "այսօր"-ի թարգմանությունը","Choose the meaning of "today"","Выбери перевод "сегодня""
w2_l10,w2_l10_v1,translate,15,"Թարգմանիր՝ "այսօր"","Translate: "այսօր"","Переведи: "այսօր""
w2_l10,w2_l10_v1_mc_answer,multiple_choice,16,"Ընտրիր "վաղը"-ի թարգմանությունը","Choose the meaning of "tomorrow"","Выбери перевод "завтра""
w2_l10,w2_l10_v1_mc_prompt,multiple_choice,20,"Ընտրիր "հիմա"-ի թարգմանությունը","Choose the meaning of "now"","Выбери перевод "сейчас""
w2_l10,w2_l10_v1_tr_answer,translate,21,"Թարգմանիր՝ "հիմա"","Translate: "հիմա"","Переведи: "հիմա""
w2_l10,w2_l10_v1_tr_prompt,translate,25,"Թարգմանիր՝ "առավոտ"","Translate: "առավոտ"","Переведи: "առավոտ""
w2_l10,w2_l10_v10,multiple_choice,26,"Ընտրիր "կեսօր"-ի թարգմանությունը","Choose the meaning of "noon"","Выбери перевод "полдень""
w2_l10,w2_l10_v10_mc_answer,translate,27,"Թարգմանիր՝ "կեսօր"","Translate: "կեսօր"","Переведи: "կեսօր""
w2_l10,w2_l10_v10_mc_prompt,translate,31,"Թարգմանիր՝ "գիշեր"","Translate: "գիշեր"","Переведи: "գիշեր""
w2_l10,w2_l10_v10_tr_answer,multiple_choice,32,"Ընտրիր "երկուշաբթի"-ի թարգմանությունը","Choose the meaning of "Monday"","Выбери перевод "понедельник""
w2_l10,w2_l10_v10_tr_prompt,multiple_choice,36,"Ընտրիր "չորեքշաբթի"-ի թարգմանությունը","Choose the meaning of "Wednesday"","Выбери перевод "среда""
w2_l10,w2_l10_v11,translate,37,"Թարգմանիր՝ "չորեքշաբթի"","Translate: "չորեքշաբթի"","Переведи: "չորեքշաբթի""
w2_l10,w2_l10_v11_mc_answer,multiple_choice,38,"Ընտրիր "հինգշաբթի"-ի թարգմանությունը","Choose the meaning of "Thursday"","Выбери перевод "четверг""
w2_l10,w2_l10_v11_mc_prompt,multiple_choice,42,"Ընտրիր "շաբաթ"-ի թարգմանությունը","Choose the meaning of "Saturday"","Выбери перевод "суббота""
w2_l10,w2_l10_v11_tr_answer,translate,43,"Թարգմանիր՝ "շաբաթ"","Translate: "շաբաթ"","Переведи: "շաբաթ""
w2_l10,w2_l10_v11_tr_prompt,translate,47,"Թարգմանիր՝ "ժամացույց"","Translate: "ժամացույց"","Переведи: "ժամացույց""
w2_l10,w2_l10_v12,multiple_choice,48,"Ընտրիր "օրացույց"-ի թարգմանությունը","Choose the meaning of "calendar"","Выбери перевод "календарь""
w2_l10,w2_l10_v12_mc_answer,translate,49,"Թարգմանիր՝ "օրացույց"","Translate: "օրացույց"","Переведи: "օրացույց""
w2_l2,w2_l2_match_prompt,translate,3,"Թարգմանիր՝ "ննջարան"","Translate: "ննջարան"","Переведи: "ննջարան""
w2_l2,w2_l2_v0,multiple_choice,4,"Ընտրիր "հյուրասենյակ"-ի թարգմանությունը","Choose the meaning of "living room"","Выбери перевод "гостиная""
w2_l2,w2_l2_v0_mc_answer,translate,5,"Թարգմանիր՝ "հյուրասենյակ"","Translate: "հյուրասենյակ"","Переведи: "հյուրասենյակ""
w2_l2,w2_l2_v0_mc_prompt,translate,9,"Թարգմանիր՝ "զուգարան"","Translate: "զուգարան"","Переведи: "զուգարան""
w2_l2,w2_l2_v0_tr_answer,multiple_choice,10,"Ընտրիր "աշխատասենյակ"-ի թարգմանությունը","Choose the meaning of "study"","Выбери перевод "кабинет""
w2_l2,w2_l2_v0_tr_prompt,multiple_choice,14,"Ընտրիր "նկուղ"-ի թարգմանությունը","Choose the meaning of "basement"","Выбери перевод "подвал""
w2_l2,w2_l2_v1,translate,15,"Թարգմանիր՝ "նկուղ"","Translate: "նկուղ"","Переведи: "նկուղ""
w2_l2,w2_l2_v1_mc_answer,multiple_choice,16,"Ընտրիր "ձեղնահարկ"-ի թարգմանությունը","Choose the meaning of "attic"","Выбери перевод "чердак""
w2_l2,w2_l2_v1_mc_prompt,multiple_choice,20,"Ընտրիր "մանկական"-ի թարգմանությունը","Choose the meaning of "nursery"","Выбери перевод "детская""
w2_l2,w2_l2_v1_tr_answer,translate,21,"Թարգմանիր՝ "մանկական"","Translate: "մանկական"","Переведи: "մանկական""
w2_l2,w2_l2_v1_tr_prompt,translate,25,"Թարգմանիր՝ "դարան"","Translate: "դարան"","Переведи: "դարան""
w2_l2,w2_l2_v10,multiple_choice,26,"Ընտրիր "դարակ"-ի թարգմանությունը","Choose the meaning of "shelf"","Выбери перевод "полка""
w2_l2,w2_l2_v10_mc_answer,translate,27,"Թարգմանիր՝ "դարակ"","Translate: "դարակ"","Переведи: "դարակ""
w2_l2,w2_l2_v10_mc_prompt,translate,31,"Թարգմանիր՝ "կենտրոն"","Translate: "կենտրոն"","Переведи: "կենտրոն""
w2_l2,w2_l2_v10_tr_answer,multiple_choice,32,"Ընտրիր "մուտք"-ի թարգմանությունը","Choose the meaning of "entrance"","Выбери перевод "вход""
w2_l2,w2_l2_v10_tr_prompt,multiple_choice,36,"Ընտրիր "մեծ"-ի թարգմանությունը","Choose the meaning of "big"","Выбери перевод "большой""
w2_l2,w2_l2_v11,translate,37,"Թարգմանիր՝ "մեծ"","Translate: "մեծ"","Переведи: "մեծ""
w2_l2,w2_l2_v11_mc_answer,multiple_choice,38,"Ընտրիր "փոքր"-ի թարգմանությունը","Choose the meaning of "small"","Выбери перевод "маленький""
w2_l2,w2_l2_v11_mc_prompt,multiple_choice,42,"Ընտրիր "նեղ"-ի թարգմանությունը","Choose the meaning of "narrow"","Выбери перевод "узкий""
w2_l2,w2_l2_v11_tr_answer,translate,43,"Թարգմանիր՝ "նեղ"","Translate: "նեղ"","Переведи: "նեղ""
w2_l2,w2_l2_v11_tr_prompt,translate,47,"Թարգմանիր՝ "ցածր"","Translate: "ցածր"","Переведи: "ցածր""
w2_l2,w2_l2_v12,multiple_choice,48,"Ընտրիր "տաք"-ի թարգմանությունը","Choose the meaning of "warm"","Выбери перевод "тёплый""
w2_l2,w2_l2_v12_mc_answer,translate,49,"Թարգմանիր՝ "տաք"","Translate: "տաք"","Переведи: "տաք""
w2_l3,w2_l3_match_prompt,translate,3,"Թարգմանիր՝ "սեղան"","Translate: "սեղան"","Переведи: "սեղան""
w2_l3,w2_l3_v0,multiple_choice,4,"Ընտրիր "մահճակալ"-ի թարգմանությունը","Choose the meaning of "bed"","Выбери перевод "кровать""
w2_l3,w2_l3_v0_mc_answer,translate,5,"Թարգմանիր՝ "մահճակալ"","Translate: "մահճակալ"","Переведи: "մահճակալ""
w2_l3,w2_l3_v0_mc_prompt,translate,9,"Թարգմանիր՝ "բազկաթոռ"","Translate: "բազկաթոռ"","Переведи: "բազկաթոռ""
w2_l3,w2_l3_v0_tr_answer,multiple_choice,10,"Ընտրիր "դարան"-ի թարգմանությունը","Choose the meaning of "wardrobe"","Выбери перевод "шкаф""
w2_l3,w2_l3_v0_tr_prompt,multiple_choice,14,"Ընտրիր "գրապահարան"-ի թարգմանությունը","Choose the meaning of "bookcase"","Выбери перевод "книжный шкаф""
w2_l3,w2_l3_v1,translate,15,"Թարգմանիր՝ "գրապահարան"","Translate: "գրապահարան"","Переведи: "գրապահարան""
w2_l3,w2_l3_v1_mc_answer,multiple_choice,16,"Ընտրիր "հայելի"-ի թարգմանությունը","Choose the meaning of "mirror"","Выбери перевод "зеркало""
w2_l3,w2_l3_v1_mc_prompt,multiple_choice,20,"Ընտրիր "գորգ"-ի թարգմանությունը","Choose the meaning of "carpet"","Выбери перевод "ковёр""
w2_l3,w2_l3_v1_tr_answer,translate,21,"Թարգմանիր՝ "գորգ"","Translate: "գորգ"","Переведи: "գորգ""
w2_l3,w2_l3_v1_tr_prompt,translate,25,"Թարգմանիր՝ "բարձ"","Translate: "բարձ"","Переведи: "բարձ""
w2_l3,w2_l3_v10,multiple_choice,26,"Ընտրիր "վերմակ"-ի թարգմանությունը","Choose the meaning of "blanket"","Выбери перевод "одеяло""
w2_l3,w2_l3_v10_mc_answer,translate,27,"Թարգմանիր՝ "վերմակ"","Translate: "վերմակ"","Переведи: "վերմակ""
w2_l3,w2_l3_v10_mc_prompt,translate,31,"Թարգմանիր՝ "սառնարան"","Translate: "սառնարան"","Переведи: "սառնարան""
w2_l3,w2_l3_v10_tr_answer,multiple_choice,32,"Ընտրիր "վառարան"-ի թարգմանությունը","Choose the meaning of "stove"","Выбери перевод "плита""
w2_l3,w2_l3_v10_tr_prompt,multiple_choice,36,"Ընտրիր "հեռուստացույց"-ի թարգմանությունը","Choose the meaning of "television"","Выбери перевод "телевизор""
w2_l3,w2_l3_v11,translate,37,"Թարգմանիր՝ "հեռուստացույց"","Translate: "հեռուստացույց"","Переведи: "հեռուստացույց""
w2_l3,w2_l3_v11_mc_answer,multiple_choice,38,"Ընտրիր "համակարգիչ"-ի թարգմանությունը","Choose the meaning of "computer"","Выбери перевод "компьютер""
w2_l3,w2_l3_v11_mc_prompt,multiple_choice,42,"Ընտրիր "նկար"-ի թարգմանությունը","Choose the meaning of "picture"","Выбери перевод "картина""
w2_l3,w2_l3_v11_tr_answer,translate,43,"Թարգմանիր՝ "նկար"","Translate: "նկար"","Переведи: "նկար""
w2_l3,w2_l3_v11_tr_prompt,translate,47,"Թարգմանիր՝ "մոմ"","Translate: "մոմ"","Переведи: "մոմ""
w2_l3,w2_l3_v12,multiple_choice,48,"Ընտրիր "գիրք"-ի թարգմանությունը","Choose the meaning of "book"","Выбери перевод "книга""
w2_l3,w2_l3_v12_mc_answer,translate,49,"Թարգմանիր՝ "գիրք"","Translate: "գիրք"","Переведи: "գիրք""
w2_l4,w2_l4_match_prompt,translate,3,"Թարգմանիր՝ "պանիր"","Translate: "պանիր"","Переведи: "պանիր""
